trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
67,False,"{'a': 0.5, 'e': 0.7989999999999998}",35,0,-176.63388240970502,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
68,False,"{'a': 0.5, 'e': 0.7959999999999998}",25,9,-52.93352062371956,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
69,False,"{'a': 0.5, 'e': 0.7929999999999998}",20,0,-71.99266254542252,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7899999999999998}",30,16,-54.493989893642684,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.7869999999999998}",25,0,-64.150894541014,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.7839999999999998}",30,9,-106.3647652694297,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.7809999999999998}",20,0,-54.80902368950568,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.7779999999999998}",20,0,-117.76786776069956,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.7749999999999998}",20,0,-15.223226301027086,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.7719999999999998}",20,0,-218.85721211338438,"{0: 9, 1: 0, 2: 5, 3: 3, 4: 3}",0
77,False,"{'a': 0.5, 'e': 0.7689999999999998}",20,0,-35.182313585189334,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.7659999999999998}",25,0,-106.56759582896159,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.7629999999999998}",35,0,-148.49341820864308,"{0: 24, 1: 4, 2: 2, 3: 3, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.7599999999999998}",20,2,-35.273117850108996,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.7569999999999998}",20,15,9.11589661057219,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.7539999999999998}",25,0,-1.1588623398226454,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.7509999999999998}",20,0,-128.08212557590625,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.7479999999999998}",35,0,-128.33739037108802,"{0: 22, 1: 7, 2: 4, 3: 0, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.7449999999999998}",20,14,-6.850530106708768,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.7419999999999998}",30,0,-102.10920202183004,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.7389999999999998}",25,13,-32.5320956979853,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.7359999999999998}",25,0,-122.16456771306675,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.7329999999999998}",35,3,-113.27169627496227,"{0: 20, 1: 1, 2: 10, 3: 0, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.7299999999999998}",20,3,-104.19282473749799,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
91,False,"{'a': 0.5, 'e': 0.7269999999999998}",20,7,-139.03399577518093,"{0: 5, 1: 1, 2: 4, 3: 1, 4: 2}",1
92,False,"{'a': 0.5, 'e': 0.7239999999999998}",25,0,-75.09152907658907,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.7209999999999998}",20,0,-113.76928676917191,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.7179999999999997}",20,0,-53.25443437297681,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.7149999999999997}",30,5,-93.06871255703246,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.7119999999999997}",20,3,-47.77456534629023,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.7089999999999997}",25,0,-70.37042152970201,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.7059999999999997}",30,0,-57.549346073715256,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.7029999999999997}",20,0,-75.1384920826078,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6999999999999997}",30,0,-133.34157371328362,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
101,False,"{'a': 0.5, 'e': 0.6969999999999997}",25,0,-106.95790691352741,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.6939999999999997}",25,0,-100.99943782362095,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.6909999999999997}",25,8,-130.4308230946357,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 2}",1
104,False,"{'a': 0.5, 'e': 0.6879999999999997}",25,0,-101.39794077070096,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.6849999999999997}",20,0,-58.90118445205071,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.6819999999999997}",25,0,-44.80823629706954,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.6789999999999997}",30,15,-38.707397911837916,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.6759999999999997}",20,2,-95.07604921259954,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
109,False,"{'a': 0.5, 'e': 0.6729999999999997}",25,0,-115.55309296392946,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.6699999999999997}",25,0,-103.53689687436768,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.6669999999999997}",20,0,-109.84224139300157,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.6639999999999997}",20,0,-125.18192159061574,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.6609999999999997}",20,12,-40.361273746753824,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.6579999999999997}",30,13,-34.758570055361346,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.6549999999999997}",25,0,-86.8495501202072,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.6519999999999997}",20,0,-29.272221502203315,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.6489999999999997}",25,18,9.620576046510145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.6459999999999997}",30,2,-32.55419808419648,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.6429999999999997}",25,7,-74.1322275670903,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.6399999999999997}",30,3,-73.12414416866346,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.6369999999999997}",25,0,-87.0521112117832,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.6339999999999997}",20,11,-46.8527343875809,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.6309999999999997}",25,0,-6.529886369696301,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.6279999999999997}",30,13,-3.6513309340668756,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.6249999999999997}",25,0,-12.922074450261649,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.6219999999999997}",20,1,-1.3599561908341777,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.6189999999999997}",20,0,-133.8271178025677,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.6159999999999997}",20,0,-131.01887469891568,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.6129999999999997}",20,11,-4.300738759035167,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.6099999999999997}",20,0,-17.982073110281817,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.6069999999999997}",20,0,-29.225323239309787,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.6039999999999996}",30,0,-82.13234659614014,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.6009999999999996}",25,0,-182.35429531776134,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",1
134,False,"{'a': 0.5, 'e': 0.5979999999999996}",20,10,-36.324244901543466,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.5949999999999996}",35,5,-81.76606823154249,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",1
136,False,"{'a': 0.5, 'e': 0.5919999999999996}",25,7,-27.91069811406844,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.5889999999999996}",20,0,-65.47243902388095,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.5859999999999996}",20,5,-9.649522651567565,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.5829999999999996}",25,1,-112.91122205362224,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 2}",1
140,False,"{'a': 0.5, 'e': 0.5799999999999996}",30,13,-43.334928019976786,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.5769999999999996}",20,3,-36.308865953779296,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.5739999999999996}",20,0,-68.41503647721375,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.5709999999999996}",20,0,-31.10921735816738,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.5679999999999996}",25,17,15.180583437147394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.5649999999999996}",20,0,-77.20868310346167,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.5619999999999996}",20,0,-13.922548719458824,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.5589999999999996}",30,0,-61.723965809331645,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.5559999999999996}",30,0,-93.96516191039561,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.5529999999999996}",30,10,-96.66104704816557,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
150,False,"{'a': 0.5, 'e': 0.5499999999999996}",25,0,-31.32598184945898,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.5469999999999996}",20,0,-71.76229188689875,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.5439999999999996}",20,16,4.770901024176256,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.5409999999999996}",25,0,-50.14341506098823,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.5379999999999996}",35,0,-74.001141125032,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.5349999999999996}",30,13,-7.976223053888516,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.5319999999999996}",20,0,-23.995666516321556,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.5289999999999996}",25,0,-114.83776107317613,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.5259999999999996}",25,0,-72.17684721517399,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.5229999999999996}",25,15,-5.442489284111525,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.5199999999999996}",25,17,-26.68540209863873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.5169999999999996}",20,0,-36.715141429831306,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.5139999999999996}",20,12,-1.7160381220082632,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.5109999999999996}",20,11,-23.401362020610094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.5079999999999996}",25,0,-92.76244222962634,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.5049999999999996}",20,11,-19.390854146461386,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.5019999999999996}",25,0,-96.08528262895513,"{0: 17, 1: 6, 2: 0, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.49899999999999956}",25,15,-25.237911187988324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.49599999999999955}",20,0,-92.94056419650293,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.49299999999999955}",30,5,-34.10389045899231,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.48999999999999955}",25,13,8.244708763462766,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.48699999999999954}",35,25,16.801499375885292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.48399999999999954}",25,0,-64.98578330297231,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.48099999999999954}",25,0,-76.15582188464346,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.47799999999999954}",20,0,-79.67542551845676,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.47499999999999953}",25,0,-37.071283314389866,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.47199999999999953}",20,8,-12.085033722750468,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.46899999999999953}",25,0,-43.70430290225268,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.4659999999999995}",25,1,-88.9994943513128,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
179,False,"{'a': 0.5, 'e': 0.4629999999999995}",30,7,-2.8532211606205373,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4599999999999995}",35,23,19.197792465981777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.4569999999999995}",20,0,-64.13077118870821,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.4539999999999995}",20,0,-92.15406711477657,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.4509999999999995}",25,0,-68.24470100839557,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.4479999999999995}",20,10,-16.435957951701937,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.4449999999999995}",30,0,-38.92958066747953,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.4419999999999995}",30,8,-63.28507870351485,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
187,False,"{'a': 0.5, 'e': 0.4389999999999995}",25,11,-10.766225887936697,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.4359999999999995}",25,15,18.174413742270836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.4329999999999995}",20,14,8.950197575656535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.4299999999999995}",30,14,12.429152675000246,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.4269999999999995}",20,6,11.081160376030066,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.4239999999999995}",30,17,-28.71542485030076,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.4209999999999995}",25,3,20.677238693303575,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.4179999999999995}",25,13,12.383243288292592,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.4149999999999995}",20,0,-81.16520952289868,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.4119999999999995}",25,0,-70.636754579766,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.4089999999999995}",20,12,18.147426756829265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.4059999999999995}",25,13,15.387587638177887,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.40299999999999947}",20,0,3.477171375962258,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.39999999999999947}",20,0,-17.123672838685657,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.39699999999999946}",25,0,-18.21724579737294,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.39399999999999946}",20,12,-9.833728974643034,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.39099999999999946}",25,8,13.16294323667385,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.38799999999999946}",30,9,-58.72949501169071,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.38499999999999945}",20,10,-26.856232406224105,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.38199999999999945}",25,0,-40.840794143233104,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.37899999999999945}",25,16,-4.430885147703303,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.37599999999999945}",25,4,-5.590876093461444,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.37299999999999944}",25,12,-16.76233987678354,"{0: 8, 1: 4, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.36999999999999944}",20,8,-14.59119366463797,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.36699999999999944}",20,0,-23.058471874080784,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.36399999999999944}",20,0,-17.173449468149933,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.36099999999999943}",30,16,-32.11860024521698,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.35799999999999943}",30,21,7.7425384151881875,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3549999999999994}",20,0,-11.113116126429725,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.3519999999999994}",20,2,-1.4479834064716504,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.3489999999999994}",30,8,-57.58729625268271,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.3459999999999994}",30,18,23.996153234313994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3429999999999994}",30,12,-92.19572433350191,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
